FOODID,FOODNAME_y,FOODTYPE,PROCESS,EDPORT,IGCLASS,IGCLASSP,CA,CAROTENS,FE,FIBC,FOL,ID,K,MG,NACL,NATRIUM,NIA,NIAEQ,P,RIBF,SE,THIA,VITA,VITB12,VITC,VITD,VITE,VITK,VITPYRID,ZN
31537,"PASTA, WHOLEGRAIN RICE FLOUR, NATURALLY GLUTEN-FREE",FOOD,RAW,100,RICE,CERTOT,11.0,0.0,3.6,7.4,19.0,5.0,260.0,110.0,15.29,6.0,4.308,5.911,250.0,0.03,23.0,0.05,0.0,0.0,0.0,0.0,0.63,0.8,0.61,1.6
31538,"APRICOT PUREE, UNSWEETENED, WITH ADDED VITAMIN C",FOOD,MASH,100,FRUITCAN,FRUITTOT,29.74,985.1,0.415,1.805,3.32,0.95,152.14,8.44,4.97,1.95,0.475,0.494,10.7,0.038,0.951,0.0285,57.2,0.0,30.0,0.0,0.912,3.135,0.05,0.314
31539,"BERRY PUREE, UNSWEETENED, ADDED VITAMIN C",FOOD,MASH,100,FRUITCAN,FRUITTOT,30.48,131.9,0.732,2.8,16.3,0.8,187.48,14.56,1.53,0.6,0.368,0.499,32.6,0.045,0.089,0.024,1.95,0.0,30.0,0.0,0.981,9.428,0.06,0.24
31544,"FLOUR MIXTURE, NATURALLY GLUTEN-FREE",FOOD,MIX,100,CEROTH,CERTOT,9.29,606.0,1.452,7.952,19.35,9.65,137.8,50.0,6.47,2.54,2.017,2.577,115.9,0.044,7.43,0.0971,4.268,0.0,0.0,0.0,0.177,0.92,0.3,0.694
31550,"FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK POWDER",FOOD,MIX,100,CEROTH,CERTOT,204.02,3.2,0.071,0.0,7.65,22.75,256.6,18.905,214.04,84.01,0.135,1.463,147.0,0.327,3.025,0.051,0.861,0.39,0.9,0.002,0.002,0.015,0.07,0.711
31552,GUAVA,FOOD,RAW,100,FRUITOTH,FRUITTOT,18.0,5578.0,0.26,5.4,49.0,,417.0,22.0,5.1,2.0,1.084,1.451,40.0,0.04,0.6,0.067,31.04,0.0,228.3,0.0,0.73,2.6,0.11,0.23
31555,"POMEGRANATE, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,10.0,0.0,0.3,4.0,38.0,,236.0,12.0,7.64,3.0,0.293,0.293,36.0,0.053,0.5,0.067,0.0,0.0,10.2,0.0,0.6,16.4,0.075,0.35
31557,"CHILI, GREEN, RAW",FOOD,RAW,100,VEGFRU,VEGTOT,18.0,1469.0,1.2,1.5,23.0,,340.0,25.0,17.84,7.0,0.95,1.384,46.0,0.09,0.5,0.09,58.72,0.0,242.5,0.0,0.69,14.3,0.278,0.3
31675,"PASTA, SPAGHETTI, MACARONI, NATURALLY GLUTEN-FREE",FOOD,RAW,100,CEROTH,CERTOT,52.16,4.1,1.796,2.686,73.95,5.95,360.09,56.02,35.34,13.87,0.425,2.412,146.8,0.049,2.04,0.153,0.338,0.0,0.0,0.0,0.032,0.697,0.12,0.578
31677,"PASTA, SPAGHETTI, NATURALLY GLUTEN-FREE, CONTAINS EGG",FOOD,RAW,100,CEROTH,CERTOT,19.56,126.5,0.519,0.0,10.5,7.61,29.25,7.38,69.55,27.3,0.014,0.678,59.5,0.067,5.94,0.0208,47.367,0.45,0.0,0.396,0.337,0.144,0.02,0.252
31679,"PASTA, RICH IN FIBER, NATURALLY GLUTEN-FREE",FOOD,RAW,100,CEROTH,CERTOT,54.86,4.3,1.857,6.4,79.3,7.5,382.55,59.92,55.46,21.76,0.454,2.567,161.2,0.052,2.2,0.162,0.358,0.0,0.0,0.0,0.034,0.738,0.12,0.62
31683,"FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH, WITH ADDED VITAMINS",FOOD,MIX,100,CEROTH,CERTOT,0.02,0.0,6.5,0.0,0.0,0.25,0.1,0.005,0.01,0.01,4.0,4.0,0.0,0.4,0.025,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
32182,"BILBERRY OR BLUEBERRY, DRIED, BILBERRY POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,120.0,2070.0,3.5,41.8,74.67,6.67,390.0,47.0,2.8,1.1,2.667,3.78,160.0,0.093,10.0,0.8867,2.988,0.0,0.5,0.0,12.333,87.8,0.4,0.95
32455,"GRAPEFRUIT PINK/RED, WITHOUT SKIN",FOOD,RAW,100,CITRUS,FRUITTOT,22.0,700.0,0.08,1.6,13.0,,135.0,9.0,0.0,0.0,0.204,0.204,18.0,0.031,0.1,0.043,58.0,0.0,31.2,0.0,0.13,0.0,0.053,0.07
32456,ARTICHOKE,FOOD,RAW,100,VEGLEAF,VEGTOT,44.0,28.9,1.28,5.4,68.0,,370.0,60.0,239.51,94.0,1.046,1.046,90.0,0.066,0.2,0.072,0.66,0.0,11.7,0.0,0.19,14.8,0.116,0.49
32464,"NUT, BRAZIL NUT",FOOD,RAW,100,NUTSEED,LEGUTOT,160.0,0.0,2.43,7.5,22.0,20.0,659.0,376.0,7.64,3.0,0.295,0.295,725.0,0.035,1917.0,0.617,0.0,0.0,0.7,0.0,0.9,0.0,0.101,4.06
32570,"4-GRAIN FLAKES, RIIHIKOSKEN VEHNÄMYLLY",FOOD,RAW,100,WHEAT,CERTOT,33.4,148.1,4.22,11.18,40.58,20.0,399.6,115.6,8.15,3.2,2.3,5.005,356.4,0.078,9.412,0.242,0.18,0.0,0.0,0.0,0.678,2.98,0.2,3.02
32731,"NOODLE, WHOLE WHEAT",FOOD,RAW,100,WHEAT,CERTOT,33.95,220.2,3.798,9.603,43.88,5.07,405.52,119.022,1088.32,427.13,4.85,7.456,338.4,0.147,7.504,0.34,1.402,0.01,0.0,0.009,0.977,2.525,0.11,2.916
32892,"FRUIT DRINK, HYVÄÄ PÄIVÄÄ, CRANBERRY, PARTIALLY ARTIFICIALLY SWEETENED",FOOD,MASH,100,FBDRINK,FRUITTOT,4.2,4.5,0.024,1.0,1.31,0.22,15.67,0.964,3.06,1.2,0.19,0.181,1.5,0.004,0.364,0.0065,0.097,0.0,2.6,0.0,0.079,0.551,0.01,0.012
32893,"FRUIT DRINK, HYVÄÄ PÄIVÄÄ, CITRUS, PARTIALLY ARTIFICIALLY SWEETENED, VITAMINS",FOOD,MASH,100,FBDRINK,FRUITTOT,5.08,20.4,0.025,0.02,1.84,0.17,24.78,1.391,4.68,1.84,0.044,0.049,2.3,0.002,0.087,0.0053,0.347,0.0,20.0,0.0,0.032,0.834,0.01,0.009
32894,"FRUIT DRINK, HYVÄÄ PÄIVÄÄ, SWEETENED WITH FRUCTOSE, WITH ADDED VITAMINS",FOOD,MASH,100,FBDRINK,FRUITTOT,50.0,1465.4,0.132,1.413,2.4,0.49,55.13,3.659,3.42,1.34,0.201,0.199,4.8,0.01,0.184,0.009,120.0,0.0,36.0,0.0,2.0,0.329,0.03,0.032
32895,"NUT, MACADAMIA NUT",FOOD,RAW,100,NUTSEED,LEGUTOT,85.0,,3.69,8.6,11.0,,368.0,130.0,12.74,5.0,2.473,3.592,188.0,0.162,3.6,1.195,0.0,0.0,1.2,0.0,0.54,,0.275,1.3
33023,"GINGER ROOT, RAW",FOOD,RAW,100,ROOT,VEGTOT,16.0,0.0,0.6,2.0,11.0,,415.0,43.0,33.12,13.0,0.75,0.95,34.0,0.034,0.7,0.025,0.0,0.0,5.0,0.0,0.26,0.1,0.19,0.34
33024,"GINGER, PICKLED",FOOD,CANN,100,VEGCANN,VEGTOT,16.78,0.0,0.334,1.08,5.94,0.25,225.25,27.422,2977.16,1168.43,0.405,0.513,20.5,0.018,0.409,0.0135,0.0,0.0,2.7,0.0,0.14,0.054,0.1,0.186
33038,"SHARON, KAKI, PERSIMON",FOOD,RAW,100,FRUITOTH,FRUITTOT,8.0,1290.0,0.2,2.0,8.0,,161.0,9.0,2.55,1.0,0.1,0.2,17.0,0.02,1.0,0.03,107.07,0.0,8.0,0.0,0.0,2.6,0.02,0.1
33060,"PAPAYA, DRIED",FOOD,DRIE,100,FRUITOTH,FRUITTOT,159.0,3682.0,0.66,5.0,126.0,,1702.0,66.0,50.96,20.0,2.015,2.015,33.0,0.191,4.0,0.125,75.86,0.0,81.9,0.0,4.83,17.2,0.113,0.46
33065,"MANGO, DRIED",FOOD,DRIE,100,FRUITOTH,FRUITTOT,29.0,687.0,0.39,5.2,20.0,,454.0,26.0,15.29,6.0,1.526,1.526,32.0,0.155,1.9,0.118,55.32,0.0,16.1,0.0,3.25,12.2,0.35,0.12
33067,"EXOTIC FRUIT AVERAGE, MANGO, PAPAYA, DRIED",FOOD,DRIE,100,FRUITOTH,FRUITTOT,94.0,2184.5,0.525,5.1,73.0,,1078.0,46.0,33.12,13.0,1.771,1.771,32.5,0.173,2.95,0.1215,65.59,0.0,49.0,0.0,4.04,14.7,0.23,0.29
33070,"FIG, DRIED",FOOD,DRIE,100,FRUITOTH,FRUITTOT,162.0,38.0,2.03,9.3,9.0,,680.0,68.0,25.48,10.0,0.619,1.053,67.0,0.082,0.6,0.085,0.5,0.0,1.2,0.0,0.35,15.6,0.106,0.55
33077,"PINEAPPLE, DRIED",FOOD,DRIE,100,FRUITOTH,FRUITTOT,66.0,89.0,1.48,7.1,46.0,,556.0,61.0,12.74,5.0,2.296,2.296,41.0,0.147,0.5,0.282,8.0,0.0,48.8,0.0,0.1,3.6,0.514,0.61
33095,"NUT, PECAN",FOOD,RAW,100,NUTSEED,LEGUTOT,70.0,55.0,2.53,9.6,22.0,,410.0,121.0,2.55,1.0,1.167,2.72,277.0,0.13,3.8,0.66,2.78,0.0,1.1,0.0,1.4,3.5,0.25,4.53
33102,"NUT, PEANUT, HONEY-ROASTED",FOOD,DRIE,100,NUTSEED,LEGUTOT,54.0,0.0,1.38,8.2,105.0,,640.0,154.0,710.89,279.0,12.067,15.908,347.0,0.082,3.0,0.074,0.0,0.0,0.8,0.0,6.05,0.0,0.405,2.89
33105,"(ARC)PRETZEL, HARD",FOOD,BAK,100,WHEAT,CERTOT,18.0,9.0,5.2,3.0,186.0,,136.0,29.0,3457.64,1357.0,5.13,5.13,113.0,0.32,6.0,0.507,0.0,0.0,0.0,0.0,0.35,2.1,0.044,1.43
33108,"(ARC)PRETZEL, SOFT",FOOD,BAK,100,WHEAT,CERTOT,23.0,17.0,3.92,1.7,24.0,,88.0,21.0,3577.39,1404.0,4.27,4.27,79.0,0.29,17.2,0.41,0.0,0.0,0.0,0.0,0.54,2.7,0.02,0.94
33121,"HEMP SEED, WHOLE",FOOD,RAW,100,NUTSEED,LEGUTOT,105.1,7.0,13.029,27.6,110.0,,859.0,483.0,30.58,12.0,9.2,12.54,1160.0,0.1,8.8,0.4,0.581,0.0,0.5,0.0,1.7,,0.6,7.312
33128,"NUT, CHILI NUT",FOOD,DRIE,100,NUTSEED,LEGUTOT,53.9,7.9,1.922,4.572,62.27,7.14,430.34,106.88,2772.82,1088.23,6.944,9.437,209.5,0.06,1.666,0.45,0.085,0.0,0.0,0.0,6.109,2.778,0.07,1.582
33130,"NUT, CASHEW NUT, SALT",FOOD,ROAS,100,NUTSEED,LEGUTOT,45.0,22.0,6.0,3.5,69.2,10.0,565.0,260.0,727.71,285.6,1.2,8.715,490.0,0.2,11.0,0.2,0.0,0.0,0.0,0.0,0.9,7.0,0.4,5.6
33131,"NUT, PISTACHIO NUT, SALT",FOOD,ROAS,100,NUTSEED,LEGUTOT,110.0,1362.0,4.2,10.3,50.0,0.06,1042.0,120.0,1185.81,465.39,1.425,5.617,485.0,0.158,9.3,0.84,13.03,0.0,2.3,0.0,1.93,13.2,1.274,2.3
33269,APPLE CHIPS,FOOD,DRIE,100,APPLE,FRUITTOT,37.9,257.1,1.086,15.1,0.22,0.02,738.2,31.58,0.0,0.0,0.592,0.79,53.3,0.156,0.28,0.001,0.986,0.0,4.84,0.0,0.523,10.893,0.18,0.169
33395,"MASHED POTATO POWDER, RAINBOW",FOOD,DRIE,100,POTAPROD,POTATOT,43.01,289.3,2.57,6.192,50.11,0.21,1854.81,92.428,3208.87,1259.37,1.212,3.079,149.7,0.086,5.666,0.2226,2.723,0.0,22.44,0.0,0.363,6.23,0.51,1.105
33396,"MASHED POTATO POWDER, PIRKKA/FELIX",FOOD,DRIE,100,POTAPROD,POTATOT,55.99,295.4,2.628,6.316,52.12,3.18,1908.43,95.902,2746.1,1077.75,1.254,3.335,171.8,0.131,6.18,0.2336,2.892,0.05,23.0,0.0,0.407,6.801,0.53,1.221
33397,"MASHED POTATO POWDER, ELDORADO",FOOD,DRIE,100,POTAPROD,POTATOT,27.01,294.0,2.621,6.32,57.4,0.19,1871.78,92.33,1997.48,783.94,1.3,3.209,153.0,0.097,5.751,0.2318,2.767,0.0,22.9,0.0,0.312,5.643,0.52,1.145
33436,"ROSE HIP, DRIED, ROSE HIP POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,430.0,18700.0,1.5,52.9,21.0,1.0,940.0,100.0,6.37,2.5,1.5,2.101,160.0,0.055,10.0,0.0465,444.46,0.0,127.0,0.0,7.1,25.9,0.035,1.0
33456,SPINACH,FOOD,RAW,100,VEGLEAF,VEGTOT,89.0,7732.4,1.8,1.9,194.0,1.0,620.0,52.0,53.51,21.0,1.2,1.801,34.0,0.24,10.0,0.11,275.19,0.0,60.0,0.0,1.22,270.0,0.22,0.45
33494,"SWEET PEPPER, RED, CANNED",FOOD,CANN,100,VEGFRU,VEGTOT,41.0,5576.6,0.8,1.2,16.0,1.04,146.0,11.0,3488.21,1369.0,0.55,0.717,20.0,0.03,0.3,0.025,28.1,0.0,46.5,0.0,1.944,4.14,0.22,0.18
33499,"SOYA MINCE, WHITE OR DARK",FOOD,RAW,100,SOYAPROD,LEGUTOT,244.0,,13.7,15.0,303.0,,2490.0,306.0,7.64,3.0,2.587,13.492,701.0,0.251,3.3,0.691,1.99,0.0,0.0,0.0,,,0.69,5.06
33568,"NUT AND FRUIT MIX, SALTED NUTS, DRIED FRUITS",FOOD,MIX,100,NUTSEED,LEGUTOT,108.6,248.3,3.502,9.554,52.45,4.46,677.05,149.38,11.12,4.36,3.205,5.792,281.9,0.205,5.482,0.3392,13.762,0.0,1.39,0.0,7.705,11.311,0.31,2.542
33569,"NUT MIX, WITHOUT SALT",FOOD,MIX,100,NUTSEED,LEGUTOT,104.97,36.8,3.531,8.89,60.96,7.45,601.99,208.21,7.26,2.85,3.175,6.106,405.1,0.125,313.278,0.5528,0.82,0.0,0.8,0.0,5.046,6.425,0.34,3.533
33579,"NUT MIX, SALTED",FOOD,BAK,100,NUTSEED,LEGUTOT,106.04,221.5,3.543,8.904,43.18,6.35,650.81,193.76,992.5,389.52,2.826,5.256,410.5,0.114,275.114,0.4667,2.271,0.0,0.7,0.0,4.557,7.248,0.46,3.303
33596,"OAT DRINK WITHOUT MILK, AVERAGE OF INDUSTRIAL PRODUCTS",FOOD,MIX,100,OATLIQ,CERTOT,97.07,14.8,0.393,0.88,8.6,1.67,34.63,11.927,96.67,37.94,0.067,0.36,39.4,0.072,1.049,0.0276,24.0,0.27,0.0,0.41,0.486,0.188,0.06,0.301
33597,"SOYA DRINK, PLAIN, AVERAGE OF INDUSTRIAL PRODUCTS",FOOD,MIX,100,LEGULIQ,LEGUTOT,92.35,1.2,0.732,1.039,32.39,0.57,151.72,19.947,78.76,30.91,0.192,0.855,41.7,0.111,1.672,0.095,0.099,0.17,0.0,0.277,0.413,4.62,0.04,0.102
33600,"RICE DRINK, AVERAGE OF INDUSTRIAL PRODUCTS",FOOD,MIX,100,CEROTLIQ,CERTOT,91.05,0.0,0.468,0.462,2.99,0.65,33.83,14.419,84.65,33.22,0.56,0.768,32.6,0.004,3.033,0.0065,0.0,0.0,0.0,0.325,0.463,0.45,0.08,0.208
33601,"MASHED POTATO POWDER, AVERAGE OF INDUSTRIAL PRODUCTS",FOOD,MIX,100,POTAPROD,POTATOT,45.5,293.5,2.612,6.286,52.94,1.69,1885.87,94.141,2674.64,1049.7,1.255,3.24,161.6,0.111,5.944,0.2304,2.818,0.03,22.84,0.0,0.372,6.369,0.52,1.173
33631,"FLOUR MIXTURE, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS",FOOD,MIX,100,CEROTH,CERTOT,111.94,191.3,4.278,3.005,15.62,11.88,156.82,30.908,233.54,91.66,3.048,3.814,121.4,0.287,6.722,0.2627,1.615,0.1,0.29,0.0,0.096,0.305,0.34,0.709
33632,"PASTA, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS",FOOD,MIX,100,CEROTH,CERTOT,39.04,27.9,1.978,3.929,53.95,6.61,290.82,59.064,37.24,14.61,1.14,2.874,154.1,0.051,7.116,0.1132,9.693,0.09,0.0,0.079,0.214,0.64,0.2,0.746
33757,"ORANGE JUICE, UNSWEETENED, 60 MG VITAMIN C",FOOD,MASH,100,JUICE,FRUITTOT,10.0,42.1,0.1,0.0,25.0,1.0,190.0,9.0,9.68,3.8,0.4,0.534,16.0,0.02,0.05,0.07,0.75,0.0,60.0,0.0,0.16,0.2,0.08,0.04
34079,"PORRIDGE FLAKE MIX WITH FIBRE, NALLE",FOOD,RAW,100,OAT,CERTOT,72.32,252.6,6.916,27.0,52.24,14.95,708.14,245.37,17.38,6.82,2.959,6.388,609.0,0.139,9.86,0.5548,0.257,0.0,0.07,0.0,0.728,3.853,0.34,4.929
34136,"SEAWEED, NORI, DRIED",FOOD,DRIE,100,VEGCANN,VEGTOT,430.0,14910.0,19.6,44.4,,2100.0,2840.0,12.0,2012.92,790.0,5.5,5.5,350.0,1.34,,0.24,1237.53,0.0,14.0,0.0,,,0.07,6.4
34137,"SEAWEED, WAKAME, DRIED",FOOD,DRIE,100,VEGCANN,VEGTOT,660.0,515.0,11.6,47.1,,15200.0,220.0,470.0,8204.56,3220.0,5.5,5.5,310.0,0.14,1.0,0.11,42.74,0.0,15.0,0.0,,,0.01,1.7
34159,"ROCKET, ARUGULA",FOOD,RAW,100,VEGLEAF,VEGTOT,160.0,4979.0,1.46,1.6,107.6,1.0,369.0,47.0,68.8,27.0,0.305,0.906,52.0,0.058,0.3,0.062,118.19,0.0,17.1,0.0,0.43,108.6,0.073,0.47
34228,"SPINACH, FROZEN",FOOD,FROZ,100,VEGLEAF,VEGTOT,88.0,7732.4,1.3,1.3,194.0,1.0,470.0,59.0,63.7,25.0,1.2,1.801,30.0,0.24,0.3,0.11,275.19,0.0,60.0,0.0,1.22,270.0,0.22,0.9
34229,"PEA, GREEN, FROZEN",FOOD,FROZ,100,PEABEAN,LEGUTOT,31.0,2134.8,2.0,3.1,58.97,1.0,370.0,40.0,17.84,7.0,2.5,3.385,130.0,0.18,0.6,0.35,31.13,0.0,20.0,0.0,0.03,28.0,0.16,1.3
34230,"WILD ROCKET, SAND ROCKET",FOOD,RAW,100,VEGLEAF,VEGTOT,160.0,4979.0,1.46,1.6,97.0,1.0,369.0,47.0,25.48,10.0,0.305,0.906,52.0,0.086,0.3,0.044,118.19,0.0,15.0,0.0,0.43,108.6,0.073,0.47
34231,GARDEN LETTUCE,FOOD,RAW,100,VEGLEAF,VEGTOT,56.0,2734.5,0.7,1.0,38.6,1.0,360.0,21.0,58.6,23.0,0.4,0.4,40.0,0.022,0.2,0.03,81.63,0.0,2.69,0.0,0.63,115.0,0.1,0.5
34232,RADICCHIO,FOOD,RAW,100,VEGLEAF,VEGTOT,19.9,15.0,0.4,1.1,64.0,0.4,212.0,10.0,15.29,6.0,0.25,0.528,31.4,0.012,1.0,0.023,1.24,0.0,3.71,0.0,0.1,255.2,0.055,0.2
34233,ROMAINE LETTUCE,FOOD,RAW,100,VEGLEAF,VEGTOT,46.0,1.1,0.54,1.8,76.7,1.0,300.0,17.0,17.84,7.0,0.5,0.8,28.0,0.021,0.0,0.026,91.0,0.0,2.15,0.0,0.3,129.0,0.1,0.31
34234,"ONION, RED ONION",FOOD,RAW,100,VEGONI,VEGTOT,33.0,23.1,0.5,1.98,27.1,1.0,220.0,11.0,9.43,3.7,0.116,0.4,40.0,0.005,0.5,0.037,0.57,0.0,5.3,0.0,0.04,0.7,0.24,0.4
34235,"RADISH, WHITE",FOOD,RAW,100,ROOT,VEGTOT,27.0,0.0,0.4,1.6,26.2,1.0,227.0,16.0,53.51,21.0,0.2,0.25,23.0,0.01,0.7,0.005,0.0,0.0,13.7,0.0,0.0,0.3,0.06,0.15
34236,PEA SHOOT,FOOD,RAW,100,VEGLEAF,VEGTOT,250.0,3142.0,5.5,1.6,65.0,,300.0,11.0,22.93,9.0,1.1,1.751,37.0,0.051,0.4,0.11,260.79,0.0,1.44,0.0,0.8,,0.13,0.7
34237,"CORN SALAD, LAMB'S LETTUCE",FOOD,RAW,100,VEGLEAF,VEGTOT,71.0,2.9,1.78,1.8,41.6,6.0,350.0,22.0,7.64,3.0,0.7,1.1,30.0,0.038,0.0,0.048,243.76,0.0,4.87,0.0,1.5,377.0,0.17,0.18
34238,"CORIANDER, FRESH",FOOD,RAW,100,VEGLEAF,VEGTOT,67.0,4168.9,1.77,2.8,51.3,,521.0,26.0,117.21,46.0,1.114,1.114,48.0,0.098,0.9,0.092,336.11,0.0,10.1,0.0,2.5,310.0,0.18,0.5
34239,NORTHERN MILKCAP,FOOD,RAW,100,MUSHRO,VEGTOT,1.5,0.0,0.53,1.5,21.0,1.0,260.0,12.0,5.1,2.0,5.5,5.5,49.0,0.42,2.0,0.033,0.0,0.06,2.11,2.93,0.0,0.3,0.18,0.8
34240,FUNNEL CHANTERELLE,FOOD,RAW,100,MUSHRO,VEGTOT,3.6,1329.4,0.85,3.22,11.0,1.0,450.0,10.0,11.38,4.468,3.94,3.94,50.0,0.26,18.0,0.135,110.34,0.0,0.25,15.4,0.0,,0.04,0.77
34241,WOOLLY MILKCAP,FOOD,RAW,100,MUSHRO,VEGTOT,1.2,0.0,0.56,1.5,21.0,1.0,280.0,12.0,5.1,2.0,5.5,5.5,67.0,0.42,6.0,0.033,0.0,0.06,2.11,2.93,0.0,,0.18,0.11
34242,"FLOUR, WHEAT FLOUR, SEMI-COARSE, V600",FOOD,RAW,100,WHEAT,CERTOT,22.0,4.3,0.8,3.5,17.0,10.0,189.0,40.0,2.55,1.0,0.9,3.071,142.0,0.05,9.3,0.08,0.36,0.0,0.0,0.0,0.39,1.0,0.1,1.1
34243,"BEAN, BROAD BEAN, FAVA BEAN, FRESH",FOOD,RAW,100,PEABEAN,LEGUTOT,22.0,210.0,1.9,4.2,96.0,,250.0,38.0,5.1,2.0,1.5,2.435,95.0,0.11,1.2,0.17,17.5,0.0,33.0,0.0,0.3,9.0,0.05,0.58
34244,"SUGAR SNAP PEAS, FRESH",FOOD,RAW,100,PEABEAN,LEGUTOT,60.0,432.0,1.24,2.2,47.0,1.0,230.0,33.0,5.1,2.0,0.8,1.351,67.0,0.044,4.0,0.16,36.0,0.0,66.0,0.0,0.5,62.0,0.15,0.64
34245,"SESAME SEED, WHITE, WITHOUT HULL",FOOD,DRIE,100,NUTSEED,LEGUTOT,58.7,5.0,7.41,11.3,97.0,0.0,603.0,442.0,66.25,26.0,4.515,11.546,896.0,0.18,84.5,1.47,0.41,0.0,0.0,0.0,0.0,14.0,0.79,7.58
34246,"FLOUR, RYE, WHOLEGRAIN RYE FLOUR R800",FOOD,RAW,100,RYE,CERTOT,53.0,6.5,3.1,16.0,38.0,5.0,572.0,124.0,2.55,1.0,0.2,2.037,418.0,0.16,3.1,0.31,0.54,0.0,0.0,0.0,1.02,0.0,0.17,3.7
34247,"FLOUR, RYE, WHOLEGRAIN RYE FLOUR R1000",FOOD,RAW,100,RYE,CERTOT,35.0,6.5,2.5,16.0,38.0,5.0,405.0,87.0,2.55,1.0,0.2,2.037,255.0,0.16,5.4,0.31,0.54,0.0,0.0,0.0,1.02,0.0,0.17,2.3
34248,"FLOUR, BARLEY, WHOLE GRAIN BARLEY FLOUR",FOOD,RAW,100,BARLEY,CERTOT,33.0,0.0,3.8,7.6,35.0,5.0,443.0,115.0,2.55,1.0,5.5,7.504,376.0,0.12,5.3,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.1,3.1
34249,"FLOUR, COARSE WHEAT FLOUR",FOOD,RAW,100,WHEAT,CERTOT,19.0,4.3,0.5,3.5,17.0,10.0,131.0,22.0,2.55,1.0,0.9,3.071,95.0,0.05,9.9,0.08,0.36,0.0,0.0,0.0,0.39,1.0,0.1,0.7
34254,"SEAWEED, KOMBU, DRIED",FOOD,DRIE,100,VEGCANN,VEGTOT,900.0,340.0,12.7,34.5,,429000.0,450.0,610.0,4662.84,1830.0,2.1,2.1,210.0,0.26,,0.07,28.22,0.0,13.0,0.0,,,0.01,6.2
34361,"MANGO, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,11.0,685.1,0.16,1.6,43.0,,168.0,10.0,2.55,1.0,0.669,0.886,14.0,0.038,0.6,0.028,53.91,0.0,36.4,0.0,0.9,4.2,0.14,0.09
34380,"BEAN, WHITE BEAN, NAVY BEAN",FOOD,DRIE,100,PEABEAN,LEGUTOT,161.4,0.0,6.1,15.3,364.0,0.6,1732.5,183.0,12.74,5.0,2.188,6.313,449.0,0.164,11.0,0.775,0.0,0.0,0.0,0.0,0.02,2.5,0.428,2.4
34668,SEED BLEND,FOOD,MIX,100,NUTSEED,LEGUTOT,72.91,108.8,7.654,5.77,56.6,,831.5,448.6,20.13,7.9,3.387,10.624,1000.6,0.276,9.018,1.2704,8.954,0.0,0.84,0.0,22.22,27.3,0.48,7.718
34680,PASSION FRUIT,FOOD,RAW,100,FRUITOTH,FRUITTOT,12.0,784.0,1.6,10.4,14.0,,348.0,29.0,71.34,28.0,1.5,1.5,68.0,0.13,0.6,0.03,63.37,0.0,30.0,0.0,0.02,0.7,0.1,0.1
34694,"PAPAYA, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,20.0,2782.0,0.25,1.7,37.0,,182.0,21.0,20.38,8.0,0.357,0.491,10.0,0.027,0.6,0.023,47.268,0.0,60.9,0.0,0.3,2.6,0.038,0.08
34713,"MACARONI, DARK, WHOLE WHEAT AND DARK WHEAT FLOUR",FOOD,RAW,100,WHEAT,CERTOT,28.52,197.2,3.432,8.712,55.7,4.4,366.96,106.48,2.55,1.0,4.4,7.49,305.4,0.132,6.694,0.308,0.317,0.0,0.0,0.0,0.88,2.288,0.1,2.64
34743,"BEAN, BROAD BEAN, FAVA BEAN, DRY, BROAD BEAN GROATS",FOOD,DRIE,100,LEGUPROD,LEGUTOT,103.0,420.0,6.7,13.55227,78.8,,1062.0,192.0,16.44,6.453463,2.832,6.957,421.0,0.35494,8.2,0.548544,35.0,0.0,1.4,0.0,0.34,9.0,0.44,3.14
34835,"LINGONBERRY JUICE, UNSWEETENED",FOOD,BOIL,100,JUICE,FRUITTOT,22.0,31.3,0.4,0.0,19.6,1.0,80.0,9.0,5.1,2.0,0.5,0.634,17.0,0.005,0.1,0.063,0.76,0.0,10.7,0.0,1.53,9.0,0.01,0.2
34847,CHIA SEED,FOOD,DRIE,100,NUTSEED,LEGUTOT,623.6,32.4,9.598,34.4,49.0,,407.0,335.0,40.77,16.0,8.83,13.673,860.0,0.17,32.0,0.62,2.689,0.0,1.6,0.0,0.3,,,6.288
34872,"NUT MIX, WITHOUT SALT, ROASTED",FOOD,ROAS,100,NUTSEED,LEGUTOT,104.97,36.8,3.531,8.89,45.72,7.45,601.99,208.21,7.26,2.85,3.175,5.496,405.1,0.112,313.278,0.4423,0.738,0.0,0.56,0.0,5.046,6.425,0.34,3.533
